,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,month,basement,renovated,age
2427,1600000.0,5,2.5,3100,5374,2.5,0,0,3,9,98122,47.6154,-122.283,2180,5800,4,0,0,109
2428,305500.0,3,1.0,1240,6090,1.0,0,0,3,7,98155,47.7542,-122.307,1550,9096,12,0,0,64
2429,306000.0,2,1.0,780,13500,1.0,0,0,3,7,98077,47.7383,-122.074,2200,67518,5,0,1,68
2430,233000.0,2,2.25,850,1656,2.0,0,0,2,8,98133,47.7064,-122.344,850,1312,12,0,0,13
2431,490000.0,3,1.75,1540,9000,1.0,0,0,2,8,98125,47.7152,-122.322,1710,7488,3,0,0,44
2432,445000.0,4,2.5,2280,42077,2.0,0,0,2,8,98042,47.3424,-122.077,2280,36236,7,0,0,20
2433,355000.0,3,2.25,2550,9674,1.0,0,0,2,7,98178,47.4856,-122.247,2240,9674,11,1,0,55
2434,360000.0,2,2.0,1770,7607,1.0,0,0,3,8,98058,47.4287,-122.163,2090,7109,4,0,0,28
2435,737500.0,3,1.75,2320,10900,2.0,0,0,2,7,98115,47.6877,-122.283,1610,5800,7,0,1,79
2436,985000.0,3,3.5,2600,11920,2.0,0,0,4,8,98004,47.582,-122.194,2430,10050,12,0,0,45
2437,349950.0,2,3.25,1570,2031,2.0,0,0,2,8,98126,47.548,-122.375,1570,2039,8,1,0,8
2438,520000.0,4,2.5,3060,7161,2.0,0,0,2,8,98065,47.5383,-121.879,2950,6822,2,1,0,10
2439,355950.0,4,2.5,1960,8540,1.0,0,0,2,7,98177,47.7654,-122.359,1910,9120,12,1,0,59
2440,485000.0,5,2.5,3270,6129,2.0,0,0,2,9,98055,47.4461,-122.208,2980,5928,12,0,0,10
2441,143000.0,3,1.0,1090,3315,1.0,0,0,3,6,98092,47.3159,-122.183,960,3120,12,0,0,45
2443,355000.0,3,1.0,940,8512,1.0,0,0,3,7,98033,47.7002,-122.191,1060,8512,7,0,0,47
2444,1130000.0,5,3.5,3880,13885,2.0,0,3,3,9,98006,47.5696,-122.156,3690,13885,6,1,0,35
2445,200000.0,5,1.75,1770,15525,1.0,0,0,3,7,98059,47.5025,-122.142,1370,10395,8,0,0,55
2446,913000.0,4,2.5,3640,10576,2.0,0,0,2,11,98075,47.5899,-121.979,3370,10351,6,0,0,15
2447,1600000.0,3,2.5,3160,12824,1.0,0,2,3,9,98004,47.6151,-122.216,3390,11985,5,1,0,48
2448,409900.0,2,2.5,1590,1845,2.0,0,0,2,9,98033,47.6897,-122.175,2320,3174,6,0,0,17
2449,265000.0,4,1.0,1290,6034,1.0,0,0,2,6,98118,47.5223,-122.286,1060,6034,5,1,0,65
2450,740000.0,5,3.0,3655,51836,1.0,0,0,4,8,98008,47.6434,-122.115,2530,8606,4,1,0,60
2451,306000.0,4,2.5,2490,8124,2.0,0,0,2,7,98092,47.3347,-122.17,2760,6300,6,0,0,13
2452,381000.0,3,2.5,1470,3999,2.0,0,0,2,7,98065,47.5328,-121.871,1960,4444,10,0,0,11
2453,1220000.0,3,3.25,3960,6132,2.0,0,3,2,10,98199,47.6396,-122.409,2730,5221,5,1,0,82
2454,1050000.0,3,3.5,3190,29982,1.0,0,3,3,8,98166,47.458,-122.368,2600,19878,3,1,0,74
2455,408000.0,2,1.0,810,7440,1.0,0,0,4,6,98133,47.7346,-122.352,830,7500,9,0,0,66
2456,739900.0,5,2.5,2980,5377,2.0,0,0,2,9,98052,47.7074,-122.101,3150,6593,6,0,0,8
2457,674250.0,4,2.5,2780,35000,1.0,0,0,3,9,98072,47.7386,-122.091,2740,35072,11,0,0,29
2458,438400.0,2,1.0,1340,8100,1.0,0,0,3,7,98177,47.7218,-122.37,1700,8100,9,0,0,61
2459,1700000.0,5,5.0,4930,14649,2.0,0,3,2,11,98040,47.5829,-122.247,3030,8479,12,1,0,14
2460,703000.0,3,2.0,1360,5980,1.5,0,0,2,8,98116,47.5852,-122.388,1520,4440,6,0,1,69
2461,262000.0,3,1.75,1320,6530,1.0,0,0,3,7,98023,47.2871,-122.354,1620,6817,12,0,0,25
2462,353000.0,3,2.0,1210,14499,1.0,0,0,2,7,98045,47.4705,-121.754,1570,15360,4,0,0,31
2463,500000.0,4,2.5,1940,7607,2.0,0,0,2,8,98052,47.685,-122.158,2250,7600,1,0,0,20
2464,1280000.0,4,2.5,3160,4620,1.5,0,4,2,9,98116,47.5875,-122.382,2790,5308,7,1,0,97
2465,332000.0,4,2.5,1980,6566,2.0,0,0,2,8,98042,47.3809,-122.097,2590,6999,4,0,0,11
2466,824000.0,4,2.5,2320,14240,1.0,0,0,3,9,98008,47.6269,-122.09,2810,13200,8,1,0,40
2467,290000.0,4,2.0,1660,4788,1.0,0,0,2,7,98144,47.5878,-122.312,1150,5000,2,0,0,47
2468,700000.0,3,2.5,1660,1545,2.0,0,2,2,9,98109,47.6268,-122.353,1820,2570,6,1,0,12
2469,550000.0,2,1.0,1080,3420,1.0,0,0,3,7,98107,47.6715,-122.393,1380,3656,10,1,0,92
2470,549000.0,2,1.0,1510,11165,1.5,0,0,3,7,98133,47.7212,-122.331,2210,8851,9,0,0,93
2471,1870000.0,4,2.5,2950,43560,1.0,0,2,3,9,98004,47.5988,-122.207,3260,41016,3,1,0,64
2472,858000.0,4,2.25,3070,13720,2.0,0,0,2,9,98007,47.6133,-122.152,3010,9657,3,0,0,37
2473,345000.0,2,1.0,970,10423,1.0,0,0,2,7,98133,47.7252,-122.331,1200,7857,10,0,0,67
2474,340000.0,4,1.75,2140,11651,2.5,0,0,2,8,98022,47.19600000000001,-122.006,2030,10978,11,0,1,84
2475,1220000.0,4,2.25,2570,9600,2.5,0,0,3,9,98040,47.5791,-122.241,2570,13200,4,0,0,53
2476,275000.0,3,2.25,1260,1488,3.0,0,0,2,7,98133,47.7071,-122.336,1190,1095,12,0,0,5
2477,405000.0,3,1.0,1220,7771,1.0,0,0,2,7,98008,47.6326,-122.119,1420,7674,8,0,0,51
2478,432500.0,3,2.0,1720,8145,2.0,0,0,4,7,98155,47.7393,-122.325,1400,8138,1,0,0,66
2479,236500.0,4,1.0,2140,4217,1.5,0,0,2,6,98118,47.5484,-122.287,1720,5413,1,1,0,90
2480,679000.0,4,1.5,1420,4923,1.5,0,0,3,8,98103,47.6901,-122.339,1470,4923,7,0,0,86
2481,543000.0,4,2.5,2060,8451,2.0,0,0,2,8,98133,47.7168,-122.333,2060,9460,10,0,0,19
2482,294000.0,3,1.0,1320,9520,1.0,0,0,2,7,98178,47.4857,-122.253,1460,10610,9,1,0,61
2483,340500.0,3,1.75,1810,10463,1.0,0,0,3,7,98058,47.4581,-122.162,1620,8551,4,0,0,46
2484,1010000.0,4,2.5,2980,16263,2.0,0,0,2,9,98006,47.5457,-122.153,2730,10018,7,0,0,25
2485,335000.0,2,2.0,1350,2560,1.0,0,0,2,8,98052,47.6344,-122.107,1790,2560,5,0,0,38
2486,425000.0,3,2.0,1540,8011,1.0,0,0,2,7,98011,47.7342,-122.202,1630,7141,7,0,0,26
2487,353000.0,3,2.5,2510,9240,2.0,0,0,3,8,98022,47.1896,-122.013,2690,9240,2,0,0,14
2488,540000.0,3,2.5,1670,5146,2.0,0,0,2,8,98029,47.5707,-121.999,1940,5146,5,0,0,24
2489,640000.0,5,3.5,3690,11928,2.0,0,0,2,9,98074,47.6108,-122.06,2640,11928,6,1,0,8
2490,339950.0,3,1.0,1320,11457,1.0,0,0,2,8,98028,47.7738,-122.261,1900,9800,7,0,0,55
2491,195000.0,3,1.75,1510,8400,1.0,0,0,1,7,98045,47.4476,-121.771,1500,10125,11,1,0,35
2492,322000.0,3,1.75,1510,8400,1.0,0,0,1,7,98045,47.4476,-121.771,1500,10125,2,1,0,36
2493,660000.0,4,1.75,1870,10450,1.0,0,0,2,8,98005,47.5938,-122.154,2060,10450,4,1,0,37
2494,280000.0,6,3.0,2400,9373,2.0,0,0,2,7,98002,47.3262,-122.214,2060,7316,9,0,0,23
2495,300000.0,6,3.0,2400,9373,2.0,0,0,2,7,98002,47.3262,-122.214,2060,7316,4,0,0,24
2496,207500.0,3,1.0,1170,8816,1.0,0,0,3,6,98023,47.3059,-122.368,1200,9108,8,0,0,48
2497,195000.0,3,1.5,1190,8726,1.0,0,0,2,7,98146,47.4887,-122.343,1390,8741,8,0,0,58
2498,700000.0,3,2.0,2080,3880,1.0,0,0,4,7,98117,47.68600000000001,-122.391,1330,3880,6,1,0,60
2499,560000.0,4,1.75,2150,8555,1.0,0,2,3,7,98106,47.5344,-122.345,1480,7405,4,1,0,33
2500,260000.0,3,1.75,1580,7344,1.0,0,0,4,7,98126,47.5256,-122.38,1580,6207,8,0,0,103
2501,575000.0,3,1.75,1580,7344,1.0,0,0,4,7,98126,47.5256,-122.38,1580,6207,2,0,0,104
2502,475000.0,3,2.5,2370,3239,2.0,0,0,2,8,98072,47.7515,-122.174,2520,3431,4,1,0,9
2503,285000.0,3,1.75,1840,8601,1.0,0,0,2,7,98118,47.5359,-122.276,1390,7452,6,1,1,109
2504,753888.0,4,2.5,2660,5500,2.0,0,2,2,9,98029,47.5439,-121.996,3620,5500,5,0,0,11
2505,650000.0,3,2.5,2190,3600,2.0,0,0,2,9,98029,47.5506,-121.993,2300,3600,4,0,0,12
2506,620000.0,3,2.25,1660,3478,1.5,0,0,3,7,98117,47.6773,-122.372,1610,3478,8,1,0,85
2507,526000.0,3,1.75,1780,37801,1.0,0,0,2,7,98075,47.5858,-122.015,2380,47480,3,1,0,38
2508,155000.0,2,1.0,700,5200,1.0,0,0,4,6,98056,47.4924,-122.175,1030,5200,5,0,0,62
2509,342000.0,4,2.0,1570,11200,1.0,0,0,2,7,98011,47.7573,-122.217,1570,11200,8,1,0,55
2510,390000.0,3,1.75,1220,216332,1.0,0,0,2,7,98019,47.7224,-121.926,1540,61419,4,0,0,34
2511,685000.0,3,2.75,3150,219978,2.0,0,0,3,9,98024,47.553,-121.946,3180,218235,6,1,0,24
2512,608000.0,4,2.5,2690,4736,2.0,0,0,2,7,98053,47.6869,-122.036,2690,4791,6,0,0,13
2513,179900.0,2,1.0,680,6400,1.0,0,0,2,6,98168,47.5136,-122.316,1240,7800,9,0,0,71
2514,1250000.0,6,3.25,3750,14150,2.0,0,2,4,9,98117,47.6999,-122.393,2140,7968,9,1,1,78
2515,166000.0,3,1.0,1010,11675,1.0,0,0,2,7,98168,47.4849,-122.301,1370,10042,4,0,0,58
2516,462000.0,3,1.5,1710,4500,1.5,0,0,2,8,98118,47.5366,-122.268,1860,6000,5,1,0,86
2517,545000.0,4,2.5,2090,6023,2.0,0,0,2,8,98029,47.5713,-121.997,2090,6023,6,0,0,24
2518,415000.0,3,1.0,1560,4500,1.5,0,0,2,7,98122,47.6118,-122.306,1660,4500,1,0,0,112
2519,269000.0,3,2.5,1560,4200,2.0,0,0,2,7,98038,47.3838,-122.026,1560,4200,6,0,0,11
2520,356500.0,4,2.5,2570,11473,2.0,0,0,2,8,98003,47.2809,-122.296,2430,5997,12,0,0,6
2521,225000.0,3,1.0,1010,7633,1.0,0,0,3,6,98198,47.3781,-122.314,1190,8386,12,0,0,53
2522,175000.0,2,1.0,1020,5130,1.0,0,0,3,6,98002,47.301,-122.226,1200,6497,6,0,0,66
2523,549000.0,5,2.5,1710,9720,2.0,0,0,3,8,98005,47.5903,-122.157,2270,9672,8,0,0,40
2524,535000.0,3,2.75,2300,12197,2.0,0,0,2,8,98166,47.4369,-122.338,1710,11220,4,0,0,26
2525,627000.0,4,2.25,1990,7712,1.0,0,0,2,8,98027,47.5688,-122.087,1720,7393,5,0,0,41
2526,565000.0,3,2.0,2730,15677,2.5,0,3,2,9,98166,47.4612,-122.365,2040,12209,8,0,0,38
2527,392450.0,4,2.0,2195,2681,1.0,0,0,2,7,98103,47.6965,-122.342,1710,1280,11,1,0,102
2528,509000.0,2,2.0,1560,4675,1.0,0,0,2,8,98053,47.7086,-122.019,1870,6361,9,0,0,8
2529,340000.0,3,2.5,1400,4800,1.0,0,0,2,7,98117,47.6865,-122.379,1440,3840,9,1,0,93
2530,537000.0,3,2.5,1400,4800,1.0,0,0,2,7,98117,47.6865,-122.379,1440,3840,3,1,0,94
2531,865000.0,4,3.0,3690,9892,2.0,0,0,2,10,98075,47.5937,-121.982,3430,11294,5,0,0,16
2532,358000.0,2,1.0,1140,8340,1.0,0,0,2,7,98155,47.7448,-122.3,1030,8149,12,0,0,66
2533,595000.0,4,2.25,1920,3225,1.5,0,0,4,7,98116,47.5848,-122.384,1960,3750,9,1,0,91
2534,661000.0,4,2.5,2496,8058,2.0,0,0,2,9,98052,47.6791,-122.149,2496,7757,6,0,0,16
2535,419950.0,3,2.25,2280,8500,1.0,0,0,3,7,98034,47.7211,-122.166,1890,7700,9,1,0,37
2536,490000.0,4,3.5,3200,6420,2.0,0,0,2,9,98038,47.3545,-122.001,3200,6291,4,0,0,9
2537,525000.0,2,1.0,880,4000,1.0,0,0,2,7,98117,47.6847,-122.387,1310,4000,9,0,0,74
2538,350000.0,3,2.0,1320,1298,3.0,0,0,2,7,98117,47.6959,-122.376,1380,1503,8,0,0,19
2539,552500.0,3,2.5,2450,3582,2.0,0,0,2,9,98072,47.7749,-122.159,2490,5449,5,0,0,7
2540,210000.0,3,1.0,1040,8970,1.0,0,0,3,6,98023,47.3283,-122.337,1040,8450,3,0,0,54
2541,390000.0,3,2.5,2480,53250,2.0,0,0,2,9,98042,47.3323,-122.079,2510,36549,3,0,0,25
2542,336800.0,5,1.75,1830,16650,1.5,0,0,2,7,98155,47.7734,-122.315,1790,12743,1,1,0,57
2543,465000.0,3,2.5,1440,4473,2.0,0,0,2,7,98053,47.6825,-122.036,1650,3322,3,0,0,12
2544,299900.0,4,2.5,1580,3632,2.0,0,0,2,7,98038,47.3672,-122.019,1950,3800,12,0,0,3
2545,715000.0,3,3.25,3230,5000,2.0,0,0,2,9,98029,47.5558,-122.002,2670,3977,7,0,0,8
2546,235000.0,4,2.5,1810,39639,1.0,0,0,2,7,98042,47.3472,-122.11,1810,44866,5,1,0,44
2547,276000.0,3,2.5,2495,4400,2.0,0,0,2,8,98001,47.2877,-122.283,2434,4400,12,0,0,7
2548,265000.0,4,1.5,1740,12728,1.0,0,0,3,7,98003,47.2808,-122.3,1830,11125,1,1,0,51
2549,425000.0,3,1.75,1680,3000,1.0,0,2,3,6,98103,47.68600000000001,-122.346,1540,3700,5,1,0,114
2550,313000.0,4,2.5,2460,10320,2.0,0,0,2,8,98092,47.2599,-122.215,2210,9024,1,0,0,22
2551,715000.0,3,2.5,3050,6000,1.0,0,3,2,8,98177,47.7701,-122.389,2340,7200,4,1,0,31
2552,265000.0,3,2.25,1630,10969,2.0,0,0,2,7,98001,47.3305,-122.285,1410,7920,12,0,0,23
2553,646000.0,3,2.75,2460,6413,2.0,0,0,2,9,98028,47.7497,-122.245,2440,6092,3,0,0,11
2554,175000.0,3,1.0,1030,6600,1.0,0,0,2,7,98146,47.4941,-122.34,1220,9040,7,0,0,60
2555,649000.0,3,2.5,3410,13809,1.0,0,3,3,10,98003,47.3424,-122.326,3410,14245,7,1,0,41
2556,785000.0,3,2.75,2310,5200,1.0,0,0,3,7,98199,47.6357,-122.397,2310,5200,4,1,0,75
2557,890000.0,4,2.75,2610,4400,1.0,0,0,4,8,98122,47.6158,-122.293,1770,4400,9,1,0,94
2558,612000.0,3,3.0,2330,10327,1.0,0,0,2,9,98034,47.7239,-122.164,2200,4629,11,0,0,16
2559,330000.0,4,2.5,2980,5674,2.0,0,0,2,8,98023,47.277,-122.347,2610,5495,12,0,0,11
2560,493000.0,3,2.25,1790,11393,1.0,0,0,2,8,98052,47.6297,-122.099,2290,11894,11,0,0,36
2561,1600000.0,4,2.25,2940,5735,1.0,0,0,2,9,98112,47.6381,-122.304,2230,5659,4,1,0,58
2562,1620000.0,4,3.0,3900,9750,1.0,0,4,4,10,98006,47.5605,-122.158,3410,9450,6,1,0,42
2563,1650000.0,4,3.0,3900,9750,1.0,0,4,4,10,98006,47.5605,-122.158,3410,9450,2,1,0,43
2564,499000.0,3,2.5,1750,2150,2.5,0,0,2,7,98122,47.6037,-122.311,1410,3300,9,1,1,114
2565,603500.0,6,2.75,2660,8400,1.0,0,0,4,8,98006,47.549,-122.173,2280,8400,6,1,0,52
2566,530000.0,2,1.5,1580,3680,1.0,0,2,2,8,98126,47.5762,-122.377,1730,3680,6,1,0,73
2567,895000.0,5,2.5,2350,14197,1.0,0,0,3,8,98004,47.6005,-122.204,2470,11629,4,1,0,53
2568,267345.0,4,2.25,2510,8165,1.0,0,0,3,7,98023,47.3092,-122.372,1940,8250,5,1,0,42
2569,275000.0,3,2.5,1480,15639,2.0,0,0,2,8,98045,47.4723,-121.746,1480,16454,5,0,0,27
2570,439950.0,3,1.75,1720,223377,1.0,0,0,2,7,98019,47.7329,-121.92,2530,221442,2,1,0,65
2571,455000.0,3,2.25,1470,4653,2.0,0,0,3,7,98029,47.5667,-122.018,1560,4119,6,0,0,29
2572,630000.0,3,1.75,1540,6930,1.0,0,0,2,7,98115,47.6782,-122.278,1760,6930,1,1,0,71
2573,690000.0,3,2.5,2820,5001,2.0,0,0,2,9,98029,47.5533,-121.992,2660,5001,11,0,0,10
2574,212000.0,4,1.75,1250,12705,1.0,0,0,3,7,98023,47.302,-122.382,1390,8550,8,0,0,43
2575,231500.0,4,2.25,2080,7526,1.0,0,0,3,7,98030,47.3762,-122.183,1200,7500,8,1,0,29
2576,1240000.0,4,3.25,5180,49936,2.0,0,0,3,10,98053,47.6676,-122.069,4240,35363,4,0,0,24
2577,378500.0,3,2.5,2860,43821,2.0,0,0,3,9,98092,47.3163,-122.142,2370,65340,7,0,0,24
2578,482000.0,4,2.5,2710,35868,2.0,0,0,2,9,98038,47.375,-122.022,2780,36224,5,0,0,25
2579,695000.0,2,1.0,1140,3990,1.0,0,0,2,7,98103,47.6554,-122.333,1800,5700,5,0,0,91
2580,965000.0,4,2.5,4070,57587,2.0,0,0,2,10,98052,47.6908,-122.052,3890,35960,12,0,0,25
2581,675000.0,3,1.75,1710,5913,1.0,0,0,3,8,98199,47.6481,-122.406,2920,5922,2,1,0,74
2582,387000.0,3,1.5,1340,6500,1.0,0,0,2,7,98034,47.7168,-122.192,1620,7107,10,0,0,42
2583,347500.0,4,2.75,2290,7000,2.0,0,0,2,8,98058,47.4442,-122.129,2000,7200,3,0,0,38
2584,385000.0,3,2.0,1860,7400,1.0,0,0,2,8,98166,47.4598,-122.352,1640,8461,7,0,1,92
2585,265000.0,3,1.0,1080,4930,1.0,0,0,2,6,98126,47.5209,-122.374,1100,5950,12,0,0,64
2586,406000.0,3,1.0,960,5264,1.0,0,0,2,7,98115,47.6805,-122.301,1140,5150,4,0,0,62
2587,134000.0,2,1.5,980,5000,2.0,0,0,2,7,98014,47.7076,-121.359,1040,5000,5,0,1,92
2588,415000.0,3,1.0,1500,3399,2.0,0,0,4,7,98103,47.6838,-122.352,1360,3588,10,1,0,88
2589,375000.0,3,1.75,1440,8775,1.0,0,0,2,7,98034,47.7231,-122.17,1790,7865,5,0,0,41
2590,620000.0,4,2.5,2580,7465,2.0,0,0,2,8,98074,47.6319,-122.022,2350,7596,12,0,0,21
2591,337500.0,5,2.5,2070,4698,2.0,0,0,2,7,98038,47.3539,-122.024,2010,4698,10,0,0,15
2592,565000.0,3,2.5,1880,12368,1.0,0,0,3,7,98005,47.5901,-122.167,1950,11551,9,1,0,47
2593,399500.0,3,1.75,2420,12676,2.0,0,0,2,7,98045,47.4943,-121.789,1210,6769,5,0,1,103
2594,1070000.0,2,1.75,1890,9466,2.0,0,0,2,8,98004,47.6144,-122.211,2180,12825,5,0,0,27
2595,352500.0,3,2.0,1920,33630,1.0,0,0,2,8,98056,47.4983,-122.167,2080,7505,8,0,0,22
2596,259000.0,3,2.0,1870,5909,1.0,0,0,2,7,98030,47.3665,-122.183,1870,7887,6,1,0,28
2597,320000.0,2,1.0,900,7620,1.0,0,0,2,7,98106,47.5268,-122.343,1520,7620,4,0,0,44
2598,733000.0,3,2.5,2160,9888,2.0,0,0,3,9,98052,47.6712,-122.142,3060,7829,8,0,0,25
2599,381500.0,2,1.0,900,2910,1.0,0,0,4,7,98115,47.6859,-122.322,1320,2910,6,0,0,90
2600,343000.0,2,1.0,1180,9261,1.0,0,0,3,7,98118,47.5492,-122.274,1700,6325,12,1,0,57
2601,205500.0,2,1.0,900,6400,1.0,0,0,4,6,98022,47.2113,-121.992,1320,6400,8,0,0,76
2602,525000.0,3,2.0,1600,16530,1.0,0,0,4,7,98075,47.5821,-122.016,1850,41006,9,0,0,47
2603,300000.0,3,1.75,1500,8352,1.0,0,2,4,6,98056,47.4883,-122.191,1500,8447,3,1,0,72
2604,299000.0,2,1.0,1070,189486,1.0,0,0,2,6,98077,47.7199,-122.085,1970,60548,7,0,0,72
2605,561000.0,4,2.5,2570,5250,2.0,0,0,2,8,98029,47.5763,-122.0,2260,5392,7,0,0,24
2606,450000.0,3,1.0,1210,4000,1.5,0,0,2,7,98144,47.5934,-122.308,1210,4000,2,1,0,87
2607,540000.0,4,2.5,1850,7850,2.0,0,0,2,8,98052,47.6914,-122.103,1830,8140,8,0,0,29
2608,379000.0,3,2.5,1740,30886,2.0,0,0,2,8,98045,47.46,-121.707,1740,39133,6,0,0,22
2609,230000.0,3,1.0,1300,14000,1.0,0,0,3,7,98198,47.4213,-122.322,1390,8750,7,0,0,56
2610,399950.0,3,2.5,2000,30605,2.0,0,0,3,8,98042,47.3442,-122.062,1930,35350,3,0,0,26
2611,355000.0,5,2.5,3220,5806,2.0,0,0,2,8,98042,47.3714,-122.103,2760,5813,5,0,0,13
2612,580000.0,4,2.25,2160,9593,1.0,0,0,2,8,98008,47.5883,-122.112,2820,9628,6,0,0,45
2613,700000.0,3,2.0,2130,4299,1.5,0,0,3,7,98144,47.5779,-122.294,2040,4548,4,1,0,93
2614,279900.0,3,1.75,1580,8151,1.0,0,1,3,7,98198,47.3672,-122.312,1650,8151,5,1,0,52
2615,210000.0,3,1.0,1200,7500,1.0,0,0,2,6,98178,47.4921,-122.275,1010,7000,11,0,1,109
2616,1170000.0,3,3.0,3790,5001,2.0,0,0,2,10,98122,47.6035,-122.285,2500,6286,6,1,0,25
2617,290300.0,2,1.0,860,3874,1.0,0,0,3,6,98055,47.4836,-122.204,1400,5106,6,0,0,83
2618,1600000.0,5,4.5,5130,43123,2.0,0,0,2,11,98006,47.544,-122.126,4670,43560,10,0,0,18
2619,490000.0,3,1.0,1600,6380,1.5,0,0,2,7,98125,47.7015,-122.317,1760,6380,4,1,0,76
2620,606000.0,4,2.5,2110,13850,2.0,0,0,2,9,98027,47.5497,-122.077,2520,10194,5,0,0,27
2621,359950.0,3,1.0,1400,4980,1.0,0,0,2,6,98133,47.7041,-122.34,990,4980,7,1,0,71
2622,677100.0,3,2.0,2110,9199,1.0,0,0,2,10,98074,47.6496,-122.083,3130,8841,2,0,0,22
2623,465000.0,3,2.0,1430,7125,1.0,0,0,3,7,98074,47.6256,-122.059,1570,8075,2,0,0,31
2625,500000.0,3,2.0,3040,41072,1.0,0,0,3,8,98038,47.3944,-121.972,2230,54014,5,1,0,37
2626,455000.0,2,1.0,980,5000,1.0,0,0,3,7,98155,47.7518,-122.279,1600,5965,5,0,0,65
2627,705000.0,6,2.0,2570,4240,1.5,0,0,3,7,98115,47.6754,-122.307,2030,4240,8,1,0,103
2628,420000.0,3,2.5,2060,7020,1.0,0,0,3,8,98177,47.7575,-122.364,2150,8400,8,1,0,47
2629,169575.0,3,1.0,1300,8284,1.0,0,0,2,7,98003,47.3327,-122.306,1360,7848,10,0,0,46
2630,250000.0,3,1.0,1300,8284,1.0,0,0,2,7,98003,47.3327,-122.306,1360,7848,2,0,0,47
2631,530000.0,3,2.25,1680,7262,1.0,0,0,4,7,98034,47.713,-122.225,1910,7405,3,1,0,42
2632,590000.0,5,3.25,4020,40341,1.0,0,0,4,8,98027,47.4952,-122.068,2650,53437,2,1,0,45
2633,257500.0,3,1.75,1530,14087,1.0,0,0,2,7,98042,47.3146,-122.043,1770,13660,9,1,0,35
2634,415000.0,3,1.0,1170,6700,1.0,0,0,2,8,98125,47.7122,-122.29,2410,7620,6,0,0,57
2635,536000.0,3,1.75,1580,3764,1.5,0,0,2,7,98107,47.672,-122.397,1560,3764,10,1,0,69
2636,246500.0,3,1.5,1270,11600,1.0,0,0,3,7,98031,47.4075,-122.196,1380,9945,5,0,0,50
2637,395000.0,3,1.75,1480,7700,1.0,0,0,2,8,98034,47.7225,-122.202,1930,8560,7,0,0,39
2638,739000.0,3,2.25,2220,10530,1.0,0,0,3,8,98052,47.6383,-122.098,2500,10014,5,1,0,41
2639,1270000.0,4,2.75,3200,13729,2.0,0,0,2,11,98005,47.6402,-122.171,4050,16921,9,0,0,30
2640,190000.0,3,1.0,910,10575,1.0,0,0,3,7,98003,47.2741,-122.301,1470,10425,7,0,0,46
2641,305000.0,3,1.5,1480,9086,1.0,0,0,2,7,98168,47.4717,-122.323,1540,9750,4,0,0,53
2642,925000.0,4,4.25,3770,13058,2.0,0,0,3,8,98028,47.7517,-122.225,2200,12255,4,0,0,32
2643,895000.0,4,3.0,3500,13444,2.0,0,0,2,10,98040,47.5468,-122.231,3140,12935,8,1,0,37
2644,656000.0,3,1.75,1480,7475,1.5,0,0,2,8,98115,47.6732,-122.272,2120,7216,7,0,0,71
2645,560000.0,4,1.0,1660,4690,1.5,0,0,2,7,98117,47.6829,-122.378,1400,3876,5,1,0,69
2646,610000.0,5,2.25,2520,11700,2.0,0,0,2,9,98074,47.6322,-122.053,2530,12000,10,0,0,37
2647,645000.0,4,2.5,2850,37522,2.0,0,0,2,9,98075,47.5852,-121.992,2980,35280,7,0,0,27
2648,259000.0,3,2.5,2153,4400,2.0,0,0,2,8,98001,47.2872,-122.283,2434,4400,4,0,0,8
2649,980000.0,4,2.5,3780,10962,2.0,0,0,2,10,98033,47.6533,-122.183,3310,11651,8,0,0,24
2650,872000.0,4,4.0,3770,9750,1.0,0,0,3,9,98177,47.7159,-122.367,2260,9878,7,1,0,47
2651,1000000.0,6,2.75,3600,9675,1.0,0,2,3,9,98040,47.5726,-122.213,2990,9675,8,1,0,37
2652,900000.0,3,2.75,2980,12600,1.5,0,0,2,8,98033,47.674,-122.196,1520,9660,9,1,1,73
2653,475000.0,4,1.5,2320,5534,1.5,0,0,3,7,98103,47.6944,-122.355,1670,5913,4,1,0,100
2654,350000.0,5,2.75,2980,13482,1.0,0,0,3,8,98042,47.3774,-122.16,2900,14800,1,1,0,40
2655,840000.0,4,1.75,2930,11562,1.0,0,3,2,9,98117,47.6765,-122.404,2530,6517,5,1,0,67
2656,500000.0,4,2.5,2040,8400,1.0,0,0,2,8,98006,47.5512,-122.17,2540,8925,6,1,0,51
2657,202500.0,3,1.5,1510,9898,1.0,0,0,2,7,98148,47.4303,-122.334,1420,9250,4,1,0,61
2658,523000.0,4,2.5,2660,65340,2.0,0,0,2,8,98027,47.4969,-122.06,2850,74052,12,0,0,26
2659,225000.0,3,2.5,1740,10050,2.0,0,0,2,7,98001,47.2671,-122.236,1300,10125,12,0,0,25
2660,418200.0,3,2.25,2240,9542,1.0,0,1,2,7,98198,47.3995,-122.318,2080,9542,3,1,0,35
2661,356500.0,4,1.75,1570,9670,1.0,0,0,2,7,98028,47.7432,-122.248,2080,9100,12,1,0,55
2662,670000.0,4,3.0,2500,5000,1.5,0,0,3,7,98103,47.6895,-122.331,1720,4500,7,0,0,88
2663,456150.0,3,2.25,1750,12408,1.0,0,0,4,7,98155,47.7509,-122.3,1820,12977,12,1,0,52
2664,471000.0,4,2.5,3030,9687,2.0,0,0,2,8,98045,47.485,-121.799,2050,10193,6,1,0,16
